_,NafnLids,Skor
_,Lid1,09:14
_,Lid2,05:59
_,Lid3,15:01
_,Lid4,12:02
_,Lid5,20:16
_,Lid6,05:19
_,Lid7,15:10
_,Lid8,17:21
_,Lid9,17:23
_,Lid10,13:01
_,Lid11,12:02
_,Lid12,05:55
_,Lid13,08:29
_,Lid14,19:20
_,Lid15,09:41
_,Lid16,20:54
_,Lid17,15:51
_,Lid18,11:52
_,Lid19,08:32
_,Lid20,09:47
_,Lid21,08:32
_,Lid22,07:08
_,Lid23,08:11
_,Lid24,15:19
_,Lid25,20:23
_,Lid26,09:04
_,Lid27,12:45
_,Lid28,05:08
_,Lid29,12:37
_,Lid30,15:15
_,Lid31,17:32
_,Lid32,18:03
_,Lid33,05:26
_,Lid34,10:14
_,Lid35,19:26
_,Lid36,19:46
_,Lid37,14:17
_,Lid38,09:53
_,Lid39,18:40
_,Lid40,06:20
_,Lid41,06:34
_,Lid42,17:49
_,Lid43,08:48
_,Lid44,17:06
_,Lid45,05:36
_,Lid46,15:57
_,Lid47,20:09
_,Lid48,06:51
_,Lid49,17:38
_,Lid50,18:03
_,Lid51,07:03
_,Lid52,08:08
_,Lid53,14:56
