_,NafnLids,Skor
_,Lid1,09:55
_,Lid2,08:42
_,Lid3,11:39
_,Lid4,13:35
_,Lid5,18:14
_,Lid6,16:57
_,Lid7,10:41
_,Lid8,18:06
_,Lid9,06:12
_,Lid10,11:13
_,Lid11,12:59
_,Lid12,12:45
_,Lid13,20:30
_,Lid14,13:32
_,Lid15,16:43
_,Lid16,19:28
_,Lid17,08:04
_,Lid18,17:30
_,Lid19,16:13
_,Lid20,06:28
_,Lid21,06:20
_,Lid22,09:00
_,Lid23,06:13
_,Lid24,10:41
_,Lid25,15:58
_,Lid26,11:04
_,Lid27,06:20
_,Lid28,11:07
_,Lid29,18:10
_,Lid30,12:27
_,Lid31,15:09
_,Lid32,17:18
_,Lid33,05:37
_,Lid34,11:21
_,Lid35,06:27
_,Lid36,16:25
_,Lid37,17:40
_,Lid38,16:00
_,Lid39,18:08
_,Lid40,10:59
_,Lid41,19:47
_,Lid42,16:00
_,Lid43,10:09
_,Lid44,20:47
_,Lid45,20:02
_,Lid46,19:39
_,Lid47,20:21
_,Lid48,05:16
_,Lid49,12:24
_,Lid50,19:09
_,Lid51,08:43
_,Lid52,19:57
_,Lid53,19:16
