_,NafnLids,Skor
_,Lid0,20:39
_,Lid1,19:11
_,Lid2,18:08
_,Lid3,15:37
_,Lid4,19:35
_,Lid5,13:34
_,Lid6,09:43
_,Lid7,07:02
_,Lid8,15:00
_,Lid9,05:24
_,Lid10,16:33
_,Lid11,15:35
_,Lid12,12:51
_,Lid13,08:29
_,Lid14,17:43
_,Lid15,14:40
_,Lid16,20:31
_,Lid17,18:17
_,Lid18,17:53
_,Lid19,10:39
_,Lid20,18:21
_,Lid21,17:57
_,Lid22,11:32
_,Lid23,09:38
_,Lid24,06:42
_,Lid25,17:49
_,Lid26,08:25
_,Lid27,14:12
_,Lid28,11:45
_,Lid29,10:10
_,Lid30,20:17
_,Lid31,06:60
_,Lid32,12:00
_,Lid33,06:14
_,Lid34,10:44
_,Lid35,13:40
_,Lid36,19:43
_,Lid37,18:21
_,Lid38,12:00
_,Lid39,13:32
_,Lid40,06:03
_,Lid41,09:15
